Date,Open,High,Low,Close,Volume
2020-03-30,148.6043065185139,156.5589881373521,146.2354424528622,156.1982879638672,63420300.0
2020-03-31,155.38916285487088,160.63379577147094,152.6206266544096,153.74169921875,77927200.0
2020-04-01,149.15016720868087,153.7806462560092,147.02502817530524,148.28256225585938,57969900.0
2020-04-02,148.03885963929582,151.56776749452027,146.57660303079817,151.35330200195312,49630700.0
2020-04-03,151.19733763085515,153.419966461709,148.36055627113473,149.95928955078125,41243300.0
2020-04-06,156.28599117391565,162.31048117302575,153.6149304531217,161.11143493652344,67111700.0
2020-04-07,165.32276922416457,165.72245636536198,159.15204303451975,159.3762664794922,62769000.0
2020-04-08,161.50136616038174,162.47620389772322,159.38597005533194,160.97496032714844,48318200.0
2020-04-09,162.17404472018913,163.15862571152007,159.22028687134937,160.9847412109375,51385100.0
2020-04-13,160.21459741292566,161.4039007117349,158.21617696001871,161.34539794921875,41905300.0
2020-04-14,164.74761040067895,169.37809057466254,163.772772469314,169.329345703125,52874300.0
2020-04-15,166.89224774784356,169.20262371678717,164.9815737680803,167.55514526367188,40940800.0
2020-04-16,169.91426530634945,172.81927836312204,168.54948319002435,172.58531188964844,50479600.0
2020-04-17,174.98339671226933,175.47081564461547,171.44473050348574,174.10604858398438,52765600.0
2020-04-20,172.18562349662125,174.25227509018774,170.5868899313471,170.65512084960938,36669600.0
2020-04-21,169.13436171493436,169.30008235929904,161.9303108224736,163.5972900390625,56203700.0
2020-04-22,167.07744515571235,169.62177233574224,166.52179536056582,169.1538543701172,34620200.0
2020-04-23,169.7290209436957,170.65511393869542,166.6095427566646,167.10670471191406,32790800.0
2020-04-24,167.73059220926098,170.16768674880004,166.41457008281662,170.15794372558594,34277600.0
2020-04-27,172.1466293233916,172.44882670669233,168.93941902581244,169.67054748535156,33194400.0
2020-04-28,171.1717778804317,171.24976669494805,165.12778606644673,165.53721618652344,34392700.0
2020-04-29,168.86142531502603,173.20919409859602,167.5551460751083,172.96548461914062,51286600.0
2020-04-30,175.47079888838434,175.86072804708763,171.795656324488,174.70068359375,53875900.0
2020-05-01,171.37649080517392,174.14502662905525,169.63152278688742,170.1774444580078,39370500.0
2020-05-04,170.0994308688609,174.4959434179108,169.42679049470536,174.3399658203125,30372900.0
2020-05-05,176.0752084760618,179.02896598447478,175.37332403100868,176.21168518066406,36839200.0
2020-05-06,177.49846710049192,179.5651184613067,177.05979306869463,177.94688415527344,32139300.0
2020-05-07,179.53588972220624,179.906332874798,177.9859010703283,178.98023986816406,28316000.0
2020-05-08,180.32552015640357,180.34502108039635,178.7462874344613,180.03306579589844,30877800.0
2020-05-11,178.54153502347236,182.79182837655551,178.24909558678192,182.0412139892578,30892700.0
2020-05-12,182.0997265844576,182.33367816555324,177.71295594076008,177.91766357421875,32038200.0
2020-05-13,177.9566454038591,179.41890212061253,172.09786063883328,175.2270965576172,44711500.0
2020-05-14,173.07270206299302,176.1434501571855,171.25950310137344,175.9874725341797,41873900.0
2020-05-15,174.55445900627532,182.35316162601174,172.54629546166834,178.55130004882812,46610400.0
2020-05-18,181.07612337478758,181.51479741472397,179.3311702382071,180.25726318359375,35264500.0
2020-05-19,180.37425809690848,181.90476076231926,178.87301425378573,179.00949096679688,26799100.0
2020-05-20,180.66155147438917,181.6782148570757,179.8110852132422,181.4924774169922,31261300.0
2020-05-21,181.23829560034713,182.4797919181652,179.17565845404104,179.31251525878906,29119500.0
2020-05-22,179.07790739995286,180.31940368506835,178.44248910328895,179.39071655273438,20826900.0
2020-05-26,182.15719430415095,182.3136063398976,177.0348269217662,177.49427795410156,36073600.0
2020-05-27,176.15502114579178,177.90484910595777,172.63583982438692,177.7288818359375,39517100.0
2020-05-28,176.68289048227558,180.0163340437369,176.3309708934787,177.32806396484375,33810200.0
2020-05-29,178.62821926990344,180.1336589375648,176.36030452652477,179.1365509033203,42130400.0
2020-06-01,178.4424992315991,178.8921801273199,177.3867552292995,178.7259979248047,22622400.0
2020-06-02,180.1141193761944,180.8472840412264,177.27922197124664,180.75930786132812,30794600.0
2020-06-03,180.67133149608966,181.76618595487352,179.4591605479552,181.19920349121094,27311000.0
2020-06-04,180.1629617969524,181.66838636007188,178.20785643814938,178.81393432617188,28761800.0
2020-06-05,178.52067058146042,183.51596551094636,177.92436283353183,182.99786376953125,39893600.0
2020-06-08,181.76619020628922,184.3176038943104,180.29986084343278,184.13186645507812,33211600.0
2020-06-09,183.7799525080247,186.41934245972556,183.05655796340042,185.53955078125,29783900.0
2020-06-10,186.83966046440804,194.06377463549632,186.7223439922329,192.42147827148438,43872300.0
2020-06-11,188.7947730385963,191.3657267050794,181.89325280337172,182.08876037597656,52854700.0
2020-06-12,186.2629390348769,187.416459312625,181.02325444323543,183.5258026123047,43373600.0
2020-06-15,180.43670627112968,186.5366414056565,179.8794939885846,184.69883728027344,32770200.0
2020-06-16,188.560170848533,191.18979043243849,187.16227741646983,189.22491455078125,42556700.0
2020-06-17,190.65211240737415,191.91316381306706,189.3421952970013,189.87985229492188,25687800.0
2020-06-18,189.6452628581253,192.07937495229683,189.6452628581253,191.91319274902344,23061600.0
2020-06-19,194.13220848325665,194.81649246532885,190.00693444184296,190.76942443847656,44441100.0
2020-06-22,191.39504836528397,196.25348677700524,190.84762120615,196.06776428222656,32818900.0
2020-06-23,197.55365315999623,199.37190206945934,196.90846469489932,197.37770080566406,30917400.0
2020-06-24,197.07467157890255,198.6876279053517,192.1477965854795,193.39906311035156,36740600.0
2020-06-25,193.35994845558915,196.10686946017498,191.0822486224083,195.84292602539062,27803900.0
2020-06-26,195.24663219351652,195.40304423393982,190.5055096838359,191.92295837402344,54675800.0
2020-06-29,191.38528641072392,194.07355661662376,189.20534783849584,193.98558044433594,26701600.0
2020-06-30,193.43816013244182,199.8117938890982,193.30130333193136,198.9417724609375,34310300.0
2020-07-01,198.5801070542193,201.71805860881102,197.24086427656712,200.10508728027344,32061200.0
2020-07-02,201.06306820163823,203.3505532658636,200.39833940634534,201.6300506591797,29315800.0
2020-07-06,204.1423636325511,206.3907381727562,203.41896915306538,205.9703826904297,31897600.0
2020-07-07,205.72599167730502,209.85126584503098,203.32122005006613,203.57537841796875,33600700.0
2020-07-08,205.35455626198936,208.47293765642016,204.00552841189764,208.05259704589844,33600000.0
2020-07-09,211.47400052806964,211.522881151674,206.7230932894031,209.50912475585938,33121700.0
2020-07-10,208.8248376353576,209.27451851509824,206.34185992870326,208.87371826171875,26177600.0
2020-07-13,209.66553025317157,210.95590716982338,201.8646627179169,202.421875,38135600.0
2020-07-14,201.50297296754954,204.1619179026095,197.4950003314785,203.6731414794922,37591800.0
2020-07-15,204.85595579592245,206.5862283728558,200.42764294758052,203.3700714111328,32179400.0
2020-07-16,200.78936448197777,201.08263334222644,197.76872952884636,199.34259033203125,29940700.0
2020-07-17,199.88023319187224,200.43743056202644,196.86936861248537,198.325927734375,31635300.0
2020-07-20,200.3983344267837,207.53447322133346,198.4529988837094,206.85018920898438,36884800.0
2020-07-21,208.86398265252257,209.13769630589437,203.36035435512258,204.06419372558594,37990400.0
2020-07-22,204.50403314840528,207.53445265223763,203.7122178042886,206.99679565429688,49605700.0
2020-07-23,202.5391751852761,206.18544309974274,197.61230052150506,197.99354553222656,67457000.0
2020-07-24,195.92113606695077,198.30636735471614,193.07645375656148,196.78138732910156,39827000.0
2020-07-27,196.94757410426251,199.39145623201057,196.3512662684411,199.27415466308594,30160900.0
2020-07-28,199.03950417467135,200.1050330288318,197.21148541420612,197.48519897460938,23251400.0
2020-07-29,197.95442081655983,200.05615314514108,197.47541462596118,199.47940063476562,19632600.0
2020-07-30,196.48811610449616,199.87045541253931,195.09022273679722,199.32301330566406,25079600.0
2020-07-31,199.81177328902552,200.49607213730098,194.54276463818454,200.4080810546875,51044000.0
2020-08-03,206.77198613011697,212.7546048892271,205.71622724622586,211.67929077148438,78983000.0
2020-08-04,209.36249433239456,209.9490320151731,205.5891396944108,208.5022430419922,49280100.0
2020-08-05,210.07610574525262,210.173866998738,206.82086781526684,208.1601104736328,28806400.0
2020-08-06,207.5735494193302,211.5130858477056,206.80128930230973,211.49354553222656,32656800.0
2020-08-07,210.02722902411378,210.85813997008682,206.19520884922164,207.71041870117188,27820400.0
2020-08-10,206.91860733240716,207.12389999145074,201.71803399314936,203.57537841796875,36716500.0
2020-08-11,202.50984573119499,202.98883706648633,198.58007921901321,198.814697265625,36446500.0
2020-08-12,200.68181298486664,205.5598069539972,200.15394102225352,204.49427795410156,28013100.0
2020-08-13,204.73868382980305,206.60581346756067,203.47763222295734,204.01528930664062,22588900.0
2020-08-14,204.07391286085308,204.88528345772025,202.8519718865841,204.2107696533203,17958900.0
2020-08-17,204.89508566734168,206.44939113669344,204.23034196528545,205.559814453125,20184800.0
2020-08-18,205.80420321010942,207.59312674070836,204.5138411864331,206.74266052246094,21336200.0
2020-08-19,207.2424153467044,207.84016463304744,205.0473983873417,205.4883575439453,27627600.0
2020-08-20,205.33157072450405,210.68191810756318,204.71423387623838,210.27035522460938,26981500.0
2020-08-21,209.56482502567914,211.90682354094014,208.57511530203797,208.74169921875,36249300.0
2020-08-24,210.47615303323272,211.1915024856146,208.16355065346931,209.39825439453125,25460100.0
2020-08-25,208.8200940529113,212.25959364019258,208.8200940529113,212.12240600585938,23043700.0
2020-08-26,213.504090177113,217.62952791865024,212.99452970074117,216.70840454101562,39600800.0
2020-08-27,218.41345064930843,226.50755046321942,214.99353883346046,222.0293426513672,57602200.0
2020-08-28,223.5971964243586,226.00779604773297,222.0293400010576,224.3125457763672,26292900.0
2020-08-31,222.44093550254007,224.10678973830417,219.8049590286611,221.00045776367188,28774200.0
2020-09-01,220.9808134233586,222.8818525257841,219.92250253276103,222.70547485351562,25725500.0
2020-09-02,223.39141445716453,228.18320229985824,222.78387142324155,226.99749755859375,34080800.0
2020-09-03,224.66530850609718,224.70449856061703,210.6427152478777,212.9357147216797,58400300.0
2020-09-04,210.77989486133723,213.97441499105184,201.0689256809382,209.94696044921875,59664100.0
2020-09-08,202.3526255190857,205.81172731603434,198.13898432168486,198.58975219726562,52924300.0
2020-09-09,203.43054024221868,210.52512155929676,202.5486069893414,207.04641723632812,45679000.0
2020-09-10,209.1140545733622,210.42715329019228,200.0106421151365,201.24533081054688,35461500.0
2020-09-11,203.0385827576767,204.43987034765632,197.19829204285972,199.9322509765625,33620100.0
2020-09-14,200.13803081935345,204.99840535911704,199.93224189925067,201.28453063964844,30375800.0
2020-09-15,204.23408268348717,205.5667689877975,202.77400251957198,204.58685302734375,21823900.0
2020-09-16,206.38985525633058,206.41925153332463,200.52996312237835,200.93173217773438,26328100.0
2020-09-17,196.03218712316067,200.2262261573563,195.943998276969,198.83474731445312,34011300.0
2020-09-18,198.72694202894215,199.55986154956955,192.30849007051754,196.36534118652344,55225300.0
2020-09-21,193.22961180382296,198.6387515650541,192.43588234557814,198.47215270996094,39839700.0
2020-09-22,200.94154831168922,203.9205009654013,198.0214031708369,203.254150390625,33517100.0
2020-09-23,203.72452366207474,203.92051881743933,196.01258978260486,196.56134033203125,30803800.0
2020-09-24,195.83620005869864,201.44132024475155,195.199245747543,199.10911560058594,31202500.0
2020-09-25,199.46188826290833,204.84161708764788,198.47216361542544,203.64613342285156,29437300.0
2020-09-28,206.6446627835885,208.3007229909178,203.88129286198657,205.23358154296875,32004900.0
2020-09-29,205.14538653812994,205.85092713723571,202.65639193785992,203.09735107421875,24221900.0
2020-09-30,203.557940641722,207.72258352200214,202.3918382428706,206.10572814941406,33829100.0
2020-10-01,209.20225961066038,209.6922175811223,207.0758438131354,208.1929473876953,27158400.0
2020-10-02,203.82248860863587,206.75244226522332,201.4118891354899,202.04884338378906,33154800.0
2020-10-05,203.05818610386783,206.18412040366044,202.82300089100337,206.15472412109375,21331600.0
2020-10-06,204.626018318827,205.95868941211975,200.7063552378633,201.7744598388672,28554300.0
2020-10-07,202.90138196948834,205.89012842708306,202.56821415515446,205.61575317382812,25681100.0
2020-10-08,206.28209145866143,206.94844204823923,204.13608818999828,206.35069274902344,19925800.0
2020-10-09,206.98764531285676,211.52466102021182,206.98764531285676,211.4756622314453,26458000.0
2020-10-12,214.39578810410694,219.36396877655622,212.4555588547128,216.953369140625,40461400.0
2020-10-13,218.24686084004435,220.68685670650902,216.0028451544894,218.38404846191406,28950800.0
2020-10-14,218.52124426767725,219.71674285402761,214.7289745442797,216.42422485351562,23421700.0
2020-10-15,212.73970916046352,215.9342290303446,211.67158966004948,215.248291015625,22733100.0
2020-10-16,215.72844014976508,217.8254591960948,214.91512325880797,215.248291015625,26057900.0
2020-10-19,215.99306292728917,217.83530962146477,209.42762932563784,209.91758728027344,27625800.0
2020-10-20,211.46585574602642,213.00431594498633,208.8102770587177,210.3389434814453,22753500.0
2020-10-21,208.83966496334887,212.56334825150037,208.83966496334887,210.48593139648438,22724900.0
2020-10-22,209.6333861634208,211.7206116643599,207.44817805095914,210.57411193847656,22351500.0
2020-10-23,210.7113109630216,211.93620581582823,208.8788730479684,211.88720703125,18879600.0
2020-10-26,209.55503567593894,211.99501686604756,203.92051886160044,205.86074829101562,37111600.0
2020-10-27,207.34040750504187,210.35855035593238,206.1057188192673,208.96707153320312,36700300.0
2020-10-28,203.4991144991085,204.64561420270195,198.0409912117963,198.6093292236328,51195600.0
2020-10-29,199.97142861768407,203.19534508731653,199.28547558163865,200.60836791992188,31432600.0
2020-10-30,199.41290726089852,200.1870343267675,195.61082837211168,198.40359497070312,36953700.0
2020-11-02,200.1870147504735,201.15713688457873,196.10076719851,198.26638793945312,30842200.0
2020-11-03,199.79506242470674,203.9401027060832,199.04052295663988,202.28404235839844,27512000.0
2020-11-04,209.7215802075272,213.93522106777027,208.15370897272524,212.04397583007812,42311800.0
2020-11-05,217.58050984445262,219.618736616938,216.70838533167884,218.80540466308594,36080100.0
2020-11-06,217.79609239672527,219.8539216717139,213.65105251963433,219.22677612304688,25231900.0
2020-11-09,219.93232406265508,223.53840734956563,213.5040782365416,214.0038299560547,44395000.0
2020-11-10,210.1919453174043,212.15177697537544,205.5079488510396,206.77203369140625,44045100.0
2020-11-11,208.1243366867415,213.66085552175807,207.93815027400936,212.20079040527344,29440800.0
2020-11-12,212.8475382071572,214.70937242738287,210.15276949495538,211.1130828857422,21593900.0
2020-11-13,212.01460916902099,213.0533176524347,209.85879713426962,212.16159057617188,18621100.0
2020-11-16,210.55453943908614,213.36690843723113,210.21157782139213,212.8671417236328,24953300.0
2020-11-17,211.75983247784757,213.30808644550342,209.78039816845674,210.15277099609375,24154100.0
2020-11-18,209.9071100944713,211.4004857709439,207.23475993298308,207.38214111328125,28372800.0
2020-11-19,207.67691069381513,209.29799891015563,206.252300755938,208.6986846923828,24792700.0
2020-11-20,208.4825276355065,209.55342864825397,206.32107178651418,206.70423889160156,22843100.0
2020-11-23,207.2544341640132,208.57095555206283,204.5133178416426,206.4291534423828,25683500.0
2020-11-24,205.91826474853488,210.49663148640337,205.20105755298556,210.11346435546875,33979700.0
2020-11-25,211.34158868882804,211.51842815674692,208.73801880128394,210.12330627441406,21012900.0
2020-11-27,211.08612467754406,212.48124639975364,210.2903021888163,211.45945739746094,14512200.0
2020-11-30,210.3492822038292,210.99770856040837,207.14638311635724,210.31980895996094,33064800.0
2020-12-01,210.75207193458948,213.51285715948168,209.61240494619625,212.42230224609375,30904500.0
2020-12-02,211.11560908699235,211.6952695179422,209.07204596577662,211.59701538085938,23724500.0
2020-12-03,210.8503297198507,212.58932596137035,209.90714099809267,210.48681640625,25120900.0
2020-12-04,210.4671895168773,211.6068716623457,209.44540035491326,210.604736328125,24666000.0
2020-12-07,210.61450423093436,211.76400551337272,209.25869027782656,210.53590393066406,24620000.0
2020-12-08,210.22152900742165,213.14931914017336,209.16044738401712,212.2257843017578,23284100.0
2020-12-09,211.39069178301924,211.45945768225084,207.50989343194178,208.0895538330078,32440600.0
2020-12-10,208.0600718561203,209.3471199775421,206.67476960680634,206.83197021484375,26733300.0
2020-12-11,206.37021475531913,209.58293303265376,205.44667986893432,209.5239715576172,30979400.0
2020-12-14,209.36677405608307,212.42229154295475,209.15062696763746,210.44749450683594,28798400.0
2020-12-15,211.40052775431715,211.64614811211945,208.52186435678297,210.37875366210938,27000600.0
2020-12-16,210.98786780828314,216.2539683914225,210.95839456739515,215.43850708007812,35023300.0
2020-12-17,216.0181786912323,217.02031390789452,214.10234297664,215.57606506347656,32515800.0
2020-12-18,214.76058959960938,215.84132505554035,212.2356203856256,214.76058959960938,63354900.0
2020-12-21,213.73882180663298,220.07582354892057,213.4735476431349,218.69052124023438,37181900.0
2020-12-22,218.78877453151145,221.67727210312637,217.9634937943288,220.01687622070312,22612200.0
2020-12-23,219.20142327632345,219.64353690303156,216.93189366660908,217.14804077148438,18699600.0
2020-12-24,217.54103047882472,219.6926671502836,217.32488337082123,218.8477325439453,10550600.0
2020-12-28,220.51792214085094,222.0702443752026,219.1129810946159,221.0189971923828,17933500.0
2020-12-29,222.3453536379697,223.20010762180235,219.66318372935726,220.2231903076172,17403200.0
2020-12-30,221.28427487620405,221.67727641928272,217.59015032012047,217.7964630126953,20272300.0
2020-12-31,217.8160955594058,219.09332421455687,215.83147918729335,218.5234832763672,20942100.0
